Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,,81.2,59,GRAND RAPIDS,829,34,0.302,0.142,1527,373,295,228,221,103,120,370,307,603,MI - Grand Rapids,698,332,646,SPECTRUM HEALTH HOSPICE & PALLIATIVE CARE,,98,164,231544,277,613,,365,45,,226,0.266,0.334,0.087,0.187,MI,4500 BRETON ROAD SE,24787859,74173,90,11188104,12000641,1412,49508
1,,82.5,,HOLLAND,429,19,0.217,0.132,722,236,109,140,83,28,56,203,126,196,MI - Grand Rapids,293,160,328,HOSPICE OF HOLLAND,0,98,905,231546,163,281,23,44,,,141,0.216,0.266,0.043,0.079,MI,270 HOOVER BOULEVARD,11676904,37953,43,5442792,6153623,690,49423
1,,82.5,,BIG RAPIDS,562,,0.35,0.16,953,244,201,142,83,148,157,373,135,214,MI - Grand Rapids,391,319,223,HOSPICE OF MECOSTA COUNTY,,99,198,231556,136,427,0,36,234,120,0,0.236,0.379,0.059,0.15,MI,400 PERRY STREET,17035055,79463,64,11100442,12338051,934,49307
1,,81.7,39,GRAND RAPIDS,752,14,0.432,0.15,1297,495,182,163,157,86,45,252,214,418,MI - Grand Rapids,545,295,578,FAITH HOSPICE,,97,1149,231570,,793,106,116,215,,0,0.385,0.29,0.082,0.11,MI,"2100 RAYBROOK STREET SE, SUITE 300",21517296,49908,56,8065790,8534691,1223,49546
1,0,80.1,,CADILLAC,144,0,0.234,0.126,272,88,76,43,29,13,31,89,23,60,MI - Grand Rapids,128,65,44,"MERCY HOSPICE, CADILLAC",,98,0,231577,14,206,0,29,20,,,0.284,0.269,0.035,0.032,MI,"7985 MACKINAW TRAIL, SUITE 100",4443374,18125,29,2530562,2822090,269,49601
1,,79.9,50,GRAND RAPIDS,537,,0.221,0.143,932,259,175,199,120,82,200,417,97,133,MI - Grand Rapids,395,375,220,HEARTLAND HOME HEALTH CARE AND HOSPICE,14,100,18,231582,83,553,0,16,264,,,0.218,0.322,0.043,0.081,MI,"3230 EAGLE PARK DRIVE NE, SUITE 200",20824564,91650,116,13470572,14185147,855,49525
1,,86.4,,WYOMING,228,,0.274,0.135,326,39,83,65,17,75,61,151,47,40,MI - Grand Rapids,98,59,129,GENTIVA HOSPICE,,100,0,231627,231,54,0,,35,,,0.262,0.297,0.043,0.1,MI,"2221 HEALTH DR SW, SUITE 1400",6350495,30696,19,4465421,4720196,312,49519
1,,83.2,18,GRAND RAPIDS,187,,0.233,0.133,290,28,87,48,50,27,81,167,50,23,MI - Grand Rapids,103,96,44,GRACE HOSPICE,,100,0,231628,87,181,,0,,,,0.218,0.233,0.042,0.039,MI,"3355 EAGLE PARK DRIVE NE, SUITE 102",8518532,34986,42,5242969,5383044,261,49525
1,0,81.1,,GRAND RAPIDS,,0,,0,16,0,,,,0,,,,0,MI - Grand Rapids,,,,"HEART TO HEART HOSPICE OF GRAND RAPIDS, LLC",,100,0,231620,,14,0,0,,0,0,0.219,,0.081,,MI,"5555 GLENWOOD HILLS PARKWAY SE, SUITE 140",123974,738,,108999,113165,15,49512
1,0,83.1,,HASTINGS,34,0,0.145,0.1,62,26,,13,,,,14,,20,MI - Grand Rapids,28,,20,PENNOCK HOSPICE,,100,0,231610,13,44,0,,,0,,0.386,0.505,0.132,0.167,MI,1230 W STATE STREET,766165,2199,,324534,341746,61,49058
1,0,86.8,,GRAND RAPIDS,132,,0.295,0.133,201,43,48,49,14,13,14,42,34,64,MI - Grand Rapids,69,38,87,EMMANUEL HOSPICE,,100,0,231629,56,59,0,0,0,0,86,0.373,0.477,0.139,0.17,MI,2161 LEONARD ST,2167366,8820,,1276516,1355480,198,49504
1,,86.4,57,WHITE PLAINS,366,18,0.737,0.243,560,152,112,153,49,33,66,173,61,152,NY - White Plains,194,188,146,HOSPICE AND PALLIATIVE CARE OF WESTCHESTER,,99,0,331520,0,481,0,79,0,0,0,0.195,0.368,0.058,0.12,NY,"311 NORTH STREET, SUITE 204",10793565,36444,51,7058396,5827625,475,10601
1,,86.2,59,SCARSDALE,298,17,2.651,0.46,461,149,62,107,49,36,21,110,58,149,NY - White Plains,163,144,119,JANSEN HOSPICE AND PALLIATIVE CARE,,95,0,331525,,209,,140,23,,78,0.266,0.198,0.057,0.091,NY,"670 WHITE PLAINS ROAD,  SUITE 213",12803417,19300,84,4200755,3458404,370,10583
1,,80.7,58,NEWBURGH,516,35,0.39,0.128,937,455,101,99,121,42,42,210,119,299,NY - White Plains,421,212,98,HOSPICE OF ORANGE & SULLIVAN COUNTIES INC,,96,394,331527,0,651,12,182,0,51,41,0.482,0.351,0.082,0.104,NY,800 STONY BROOK COURT,15871784,39856,91,7325831,6909165,831,12550
1,,82.8,23,MOUNT KISCO,409,16,0.91,0.203,698,318,96,124,56,35,34,168,69,197,NY - White Plains,289,125,146,HOSPICE CARE IN WESTCHESTER & PUTNAM INC,,99,49,331542,18,527,0,97,50,,,0.232,0.224,0.042,0.062,NY,"540 WHITE PLAINS ROAD, SUITE 300",9070983,30078,107,5900164,4856938,644,10549
1,,85.3,13,SLEEPY HOLLOW,156,15,0.002,0.023,236,103,28,54,,11,20,69,,50,NY - White Plains,80,61,43,PHELPS HOSPICE INC,,100,0,331518,21,172,0,,,0,36,0.006,0.13,0,,NY,701 NORTH BROADWAY,2771709,13899,36,2609578,2145533,204,10591
1,,84.3,,FLEMINGTON,216,,0.854,0.236,346,126,79,64,26,18,12,71,33,98,PA - Philadelphia,130,54,27,HUNTERDON HOSPICE INC,,100,0,311524,19,246,0,,78,,0,0.286,0.229,0.093,0.131,NJ,215 ROUTE 31,5768346,13147,25,2219082,2027162,330,08822
1,,83.4,41,WOODBURY,332,11,0.85,0.224,560,133,115,153,54,39,104,245,66,87,PA - Philadelphia,228,152,72,HEARTLAND HOSPICE SERVICES,,99,0,311550,28,357,0,17,139,0,19,0.225,0.301,0.041,0.076,NJ,"190 N EVERGREEN AVENUE, SUITE 122",14050943,50474,68,8392942,7845088,500,08096
1,,85,27,HAMILTON,228,,1.317,0.276,317,46,73,119,28,23,50,124,28,65,PA - Philadelphia,89,182,32,SERENITY HOSPICE CARE,,99,0,311574,28,55,0,0,76,0,158,0.194,0.288,0.025,0.056,NJ,52 GEORGETOWN ROAD,7892996,25322,25,4204349,3950560,274,08619
1,28,77.6,496,BALA CYNWYD,667,22,0.502,0.174,1191,593,201,132,72,63,61,243,130,426,PA - Philadelphia,524,324,453,WISSAHICKON HOSPICE,14,94,1467,391501,,708,265,146,52,,15,0.28,0.423,0.067,0.064,PA,150 MONUMENT ROAD SUITE 300,22871045,48536,129,9651772,9049816,631,19004
1,,82,,NEWTOWN,268,,0.333,0.069,506,216,80,44,72,28,,54,66,280,PA - Philadelphia,238,35,195,CHANDLER HALL HEALTH SERVICES,,89,133,391502,22,165,166,78,14,42,19,1.143,1.109,0.061,0.092,PA,99 BARCLAY STREET,5537711,11897,23,2633695,2470091,496,18940
1,13,84.5,37,PHILADELPHIA,714,,0.616,0.181,1117,408,173,228,104,60,41,216,144,408,PA - Philadelphia,403,253,412,HOLY REDEEMER HOSPICE,,96,0,391514,28,495,231,,323,36,,0.391,0.264,0.064,0.094,PA,12265 TOWNSEND ROAD  SUITE 400,17466786,40710,83,7323440,6860401,1042,19154
1,,83.2,15,RIDLEY PARK,171,0,0.793,0.606,269,104,39,34,22,20,,42,50,111,PA - Philadelphia,98,55,85,TAYLOR HOSPICE,,93,0,391522,26,112,93,0,30,,,0.481,0.677,0.066,0.101,PA,300 JOHNSON AVENUE,5049118,9035,,1836315,1721846,253,19078
1,12,83.1,65,WILLOW GROVE,568,,0.398,0.119,970,335,259,89,89,73,46,169,125,402,PA - Philadelphia,402,99,383,ABINGTON MEMORIAL HOSPITAL HOME CARE,,97,765,391524,42,506,146,111,73,80,12,0.22,0.186,0.034,0.053,PA,"2510 MARYLAND ROAD, SUITE 250",9964370,35178,79,6402232,5999327,883,19090
1,,84.5,,DOYLESTOWN,151,,0.227,0.127,278,115,60,38,22,14,15,52,29,85,PA - Philadelphia,127,22,105,DOYLESTOWN HOSP VN/HC SRVCS,0,100,0,391546,22,207,0,11,38,0,0,0.386,0.261,0.04,0.072,PA,875 NORTH EASTON ROAD,3052822,11127,20,1839503,1722447,274,18901
1,,81.6,98,DREXEL HILL,330,,0.334,0.097,585,229,107,51,76,42,20,91,80,250,PA - Philadelphia,255,112,231,CROZER KEYSTONE HOSPICE,0,93,703,391567,,341,194,,15,0,29,0.761,0.502,0.066,0.074,PA,5030 STATE ROAD  SUITE 3001,7569975,17892,33,3548251,3331838,475,19026
1,,82.8,86,BLUE BELL,326,,0.443,0.189,533,89,65,176,36,77,103,238,90,92,PA - Philadelphia,207,202,214,HEARTLAND HOME HEALTH CARE & H,,99,0,391570,107,158,0,,237,,23,0.256,0.323,0.054,0.115,PA,460 NORRISTOWN ROAD SUITE 101,13090801,50017,55,8313855,7789005,433,19422
1,34,80.7,388,BLUE BELL,1020,54,0.743,0.653,1779,613,278,89,257,134,106,314,408,728,PA - Philadelphia,759,558,733,VITAS HEALTH CARE CORPORATION,14,87,6252,391571,21,562,885,127,182,,,0.758,1.002,0.046,0.048,PA,1787 SENTRY PARKWAY WEST SUITE 400,30987047,69241,120,16844736,15805402,1289,19422
1,,84,29,NORRISTOWN,247,,0.465,0.133,430,152,89,53,55,41,23,78,40,163,PA - Philadelphia,183,40,154,EINSTEIN MONTGOMERY HOSPICE,,98,364,391573,18,212,0,96,44,0,60,0.403,0.24,0.103,0.119,PA,"1330 POWELL STREET, SUITE 100",7400836,15983,30,2872209,2691127,390,19401
1,11,79.5,678,PHILADELPHIA,626,101,0.465,0.625,1093,394,182,42,83,82,118,301,310,320,PA - Philadelphia,467,528,540,HOSPICE OF PHILADELPHIA,11,96,1667,391574,,654,315,,38,,75,0.268,0.616,0.037,0.06,PA,"FALLS CENTER, 3300 HENRY AVENUE, SUITE 500",25249433,65796,105,12263605,11496083,292,19129
1,11,82.7,178,RADNOR,699,16,0.312,0.075,1266,410,267,83,227,101,57,232,178,587,PA - Philadelphia,567,161,377,MAIN LINE HEALTH HOMECARE & HOSPICE - HOSPICE,14,96,0,391583,,734,,462,43,0,12,0.293,0.25,0.028,0.055,PA,"240 RADNOR CHESTER ROAD, SUITE 100",13226860,45369,87,8287975,7765883,1047,19087
1,,84.1,58,WEST CHESTER,590,,0.13,0.112,958,308,213,138,77,85,90,243,137,323,PA - Philadelphia,368,124,286,NEIGHBORHOOD VISITING NURSE AS,,95,0,391590,56,428,263,,,37,167,0.216,0.53,0.025,0.056,PA,400 EAST MARSHALL STREET,16996366,50507,58,9261144,8677813,883,19380
1,,80.8,156,WYNDMOOR,223,,0.962,0.228,368,156,51,53,44,25,24,96,39,105,PA - Philadelphia,145,87,159,KEYSTONE HOSPICE,0,96,128,391593,51,153,59,19,,80,,0.387,0.192,0.072,0.079,PA,8765 STENTON AVENUE,6515715,17828,40,3281040,3074449,199,19038
1,,84.5,70,BENSALEM,636,17,0.77,0.193,1028,182,262,208,141,62,106,282,173,318,PA - Philadelphia,392,292,315,COMPASSIONATE CARE HOSPICE,,99,73,391597,74,368,,171,350,,42,0.339,0.328,0.051,0.108,PA,"3331 STREET ROAD, SUITE 410",13749504,58251,93,9530728,9258530,931,19020
1,,86.9,31,WILLOW GROVE,296,,0.517,0.142,435,71,85,135,31,53,94,188,60,82,PA - Philadelphia,139,73,143,HOSPICE COMPASSUS - PHILADELPHIA,,100,14,391604,112,135,0,,182,,,0.211,0.265,0.023,0.086,PA,"711 NORTH YORK ROAD, 2ND FLOOR",14086001,41860,23,6880349,6452518,397,19090
1,,86.5,117,FORT WASHINGTON,678,,1.087,0.289,1022,185,199,293,81,55,118,357,209,220,PA - Philadelphia,344,328,295,CARING HOSPICE SERVICES LLC,,100,61,391616,111,722,0,40,0,0,149,0.286,0.276,0.105,0.183,PA,400 COMMERCE DRIVE  SUITE C,12044524,69978,100,11414917,10844928,883,19034
1,,84.2,43,BLUE BELL,308,,0.669,0.153,478,62,90,118,101,40,72,145,67,202,PA - Philadelphia,170,166,139,ODYSSEY HOSPICE,,99,93,391622,45,92,0,129,204,,,0.277,0.504,0.047,0.133,PA,"512 TOWNSHIP LINE ROAD, BLDG 2 VALLEY SQ, STE 305",8782923,33805,38,5748159,5383579,419,19422
1,,86.7,,FORT WASHINGTON,260,,0.859,0.202,352,49,74,133,24,33,64,151,39,64,PA - Philadelphia,92,147,72,ASCEND HOSPICE,,100,0,391643,45,40,0,,263,0,,0.263,0.321,0.036,0.085,PA,501 OFFICE CENTER DRIVE SUITE 285,8733420,31444,31,4873985,4843475,340,19034
1,14,85.5,221,DRESHER,1196,28,0.978,0.235,1765,291,310,522,118,199,219,621,325,375,PA - Philadelphia,569,883,543,LIFE CHOICE HOSPICE,13,100,0,391649,300,252,,29,1132,,45,0.206,0.19,0.05,0.089,PA,MONTGOMERY CORPORATE CENTER 200 DRYDEN RD,28696298,122600,177,19628884,18987262,1489,19025
1,14,84.8,78,PLYMOUTH MEETING,451,,0.556,0.877,681,126,122,221,85,35,161,312,92,128,PA - Philadelphia,230,154,233,CROSSROADS HOSPICE OF PHILADELPHIA,,99,0,391679,127,279,,40,181,,49,0.298,0.418,0.051,0.143,PA,523 PLYMOUTH ROAD SUITE 225,13303891,69579,75,11403128,10852392,576,19462
1,,86.4,27,CHADDS FORD,212,,0.767,0.293,328,54,73,102,37,24,57,114,38,111,PA - Philadelphia,116,93,101,HEARTLAND HOME HEALTH CARE AND HOSPICE,0,99,0,391684,46,100,0,50,112,0,20,0.278,0.43,0.062,0.215,PA,5 CHRISTY DRIVE SUITE 103,8071157,27239,17,4555325,4274858,299,19317
1,0,86.6,28,KING OF PRUSSIA,199,0,0.255,0.089,270,38,39,121,23,25,18,71,24,68,PA - Philadelphia,71,147,133,EVERCARE HOSPICE AND PALLATIVE CARE,0,100,72,391695,28,105,0,,30,,101,0.105,0.132,0.017,0.059,PA,700 AMERICAN AVENUE SUITE 206,3061846,13058,36,2142925,2014237,242,19406
1,,88.5,,NORTH WALES,211,,0.979,0.241,286,43,40,110,15,18,60,132,60,42,PA - Philadelphia,75,97,63,ABRAMSON HOSPICE,0,100,0,391700,,115,0,0,163,,0,0.151,0.223,0.033,0.116,PA,1425 HORSHAM ROAD,8412329,28132,29,4635217,4340358,276,19454
1,,82.8,25,KING OF PRUSSIA,285,,0.411,0.094,517,146,93,68,71,81,53,133,58,198,PA - Philadelphia,232,96,165,SEASONS HOSPICE & PALLIATIVE CARE,,96,1235,391709,85,135,149,29,113,,,0.157,0.184,0.033,0.072,PA,700 S HENDERSON ROAD SUITE 225,7104348,29079,29,5355018,5125046,477,19406
1,12,82.9,16,PHILADELPHIA,49,,1.628,0.732,89,33,11,22,,0,14,48,,,PA - Philadelphia,40,56,36,"HELPING HAND HOSPICE, INC",,99,0,391722,0,88,0,0,,,0,0.191,0.667,0.018,0.039,PA,200 GEIGER ROAD,2447650,8180,42,1387850,1299299,52,19115
1,,83.8,12,MEDIA,143,,0.264,0.122,258,90,54,51,22,14,19,77,27,44,PA - Philadelphia,115,27,73,BAYADA HOME HEALTH CARE INC,0,100,0,391741,23,220,0,,,0,,0.363,0.274,0.061,0.057,PA,"ONE MEDIA PLAZA SUITE 302, 1023 E BALTIMORE",3355871,14608,39,2331642,2245917,241,19063
1,,86.1,18,BERWYN,149,,1.309,0.267,257,60,61,44,16,22,52,109,54,42,PA - Philadelphia,108,42,74,"HOLISTICARE HOSPICE, LLC",,100,0,391751,80,67,0,,,0,100,0.233,0.309,0.033,0.08,PA,"1131 LANCASTER AVENUE, SUITE 200",6093454,23900,16,3946856,3696746,235,19312
1,0,87.9,,HAMILTON,,0,0.645,0.222,45,,,,,,0,13,,11,PA - Philadelphia,,,,SEASONS HOSPICE & PALLIATIVE CARE OF NEW JERSEY LL,,100,,311577,21,,0,0,14,0,,0.344,0.403,0.072,0.198,NJ,"2445 KUSER ROAD, SUITE 100",399026,1704,,279255,263063,43,08690
1,0,85.7,0,KING OF PRUSSIA,,0,0.711,0.205,30,,,18,0,0,,13,,,PA - Philadelphia,,0,,BROOKDALE HOSPICE,0,99,0,391716,19,,0,0,0,,,0.248,0.22,0.058,0.096,PA,"600 CLARK AVENUE, SUITE 4B",444560,1917,,308374,294213,30,19406
1,,80,,FEASTERVILLE,,,2.023,0.604,21,,,,0,0,,,,,PA - Philadelphia,,,,"AURORA HOSPICE, INC",,99,0,391738,0,20,0,0,0,,,0.236,0.75,0.035,,PA,518 BUSTLETON PIKE UNIT C,428797,1672,,278433,263008,,19053
1,0,79.8,0,GLEN MILLS,,0,0.205,0.097,16,,,,,,,,,,PA - Philadelphia,,0,,"DELAWARE HOSPICE, INC",0,98,0,391747,0,16,0,0,0,0,0,0.261,0.263,0.047,0.106,PA,1786 WILMINGTON WEST CHESTER PIKE SUITE 10,241212,837,,144868,135809,16,19342
1,,89.2,0,GWYNEDD,,0,0.303,0.082,26,,,,,,,,12,,PA - Philadelphia,,0,0,FOULKEWAYS HOSPICE,,100,0,391749,0,0,0,0,0,0,26,0.243,0.237,0.122,0.139,PA,1120 MEETINGHOUSE ROAD,171797,873,,143151,133985,24,19436
1,0,87.2,,JENKINTOWN,,,1.021,0.214,14,,,,0,0,,,,,PA - Philadelphia,,,,SARAHCARE HOSPICE OF JENKINTOWN,0,100,0,391760,,13,0,0,0,,0,0.286,0.185,0.039,,PA,93 OLD YORK ROAD #4,340113,1781,,291019,273750,,19046
1,0,77.4,18,HUNTINGDON VALLEY,25,,0.988,0.271,37,23,,,,0,,18,,,PA - Philadelphia,12,,18,"NEW LIFE HOME CARE, HOSPICE & PALLIATIVE CARE, HOS",,99,0,391723,0,37,0,0,0,0,0,0.381,0.239,0.056,0.044,PA,2655 PHILMONT AVENUE  SUITE 101,583035,2389,,390442,372904,12,19006
1,0,90.4,,LAWRENCEVILLE,63,0,1.121,0.293,81,12,14,24,,,,30,,19,PA - Philadelphia,18,28,,GREENWOOD HOUSE HOSPICE SERVICES INC,,100,25,311567,,25,0,0,47,,0,0.222,0.278,0.049,0.128,NJ,"6 COLONIAL LAKE DRIVE, SUITE G",1427331,5480,,913729,846832,79,08648
1,,82.1,12,TREVOSE,19,,1.172,0.307,40,,,,,,,20,,,PA - Philadelphia,21,16,13,"TLC HOSPICE, INC",0,100,0,391730,0,40,0,0,0,0,0,0.175,0.169,0.022,0.035,PA,"826 BUSTLETON AVENUE, SUITE 205",1032471,4196,11,689466,645561,26,19053
1,0,91.2,,AMBLER,27,0,0.953,0.266,48,,,13,,,,13,13,14,PA - Philadelphia,21,,22,LIBERTY HOSPICE,,100,0,391763,,,0,0,27,0,12,0.341,0.291,0.066,0.158,PA,7002 W BUTLER PIKE,971092,2266,,369260,346218,47,19002
1,,81.8,11,BENSALEM,32,11,1.414,0.321,55,18,16,,,,,23,,,PA - Philadelphia,23,25,32,IMMEDIATE HOMECARE AND HOSPICE,,100,0,391711,0,47,0,0,,,0,0.309,0.337,0.045,0.095,PA,2920 OLGA AVENUE,1315388,5298,17,867625,812134,31,19020
1,0,81.3,,WOODBURY,64,,0.425,0.129,93,28,21,,15,,,21,,27,PA - Philadelphia,29,12,23,"BAYADA HOME HEALTH CARE, INC",,99,0,311576,,81,0,,0,,,0.373,0.363,0.053,0.074,NJ,"603 N BROAD STREET, SUITE 301",945665,4023,14,646823,622099,82,08096
1,,85.2,15,TRENTON,82,,0.646,0.174,119,45,25,12,12,12,11,31,13,23,PA - Philadelphia,37,,25,VNA HOME CARE OF MERCER COUNTY HOSPICE DIVISION,0,100,0,311534,0,118,0,0,,,0,0.208,0.18,0.048,0.096,NJ,171 JERSEY STREET SUITE 201,1743356,6731,21,1077205,1034612,99,08603
1,,79.9,36,FEASTERVILLE,57,,2.123,0.379,95,20,,44,,0,18,42,18,,PA - Philadelphia,38,50,37,ALL AMERICAN HOSPICE LLC,,99,0,391755,17,60,0,0,16,,,0.141,0.181,0.018,0.026,PA,332A BUSTLETON PIKE SUITE 101,2485109,8493,19,1446477,1363185,53,19053
1,,82.7,77,PLYMOUTH MEETING,75,,0.623,0.203,121,23,22,32,,21,12,36,,26,PA - Philadelphia,46,79,35,HOSPICE ADVANTAGE,0,99,,391689,,32,0,,0,0,81,0.4,0.317,0.059,0.09,PA,"525 PLYMOUTH ROAD, SUITE 312",2346655,7110,13,1198284,1122205,34,19462
1,0,89.9,,AMBLER,142,0,0.221,0.109,194,33,37,56,22,17,,47,29,67,PA - Philadelphia,52,0,52,ACTS HOSPICE,,99,0,391688,,83,0,0,36,,73,0.051,0.125,0.022,0.051,PA,812 NORTH BETHLEHEM PIKE,1655050,8304,20,1391305,1322748,193,19002
1,,86.4,,KENNETT SQUARE,124,,0.661,0.17,203,41,60,52,,14,32,83,,33,PA - Philadelphia,79,24,58,WILLOW TREE HOSPICE,0,100,0,391678,40,73,0,0,,,82,0.293,0.414,0.04,0.082,PA,616 EAST CYPRESS STREET,4856037,16834,,2759553,2607199,196,19348
1,,82.9,16,EXTON,155,,0.389,0.131,243,62,29,70,31,19,47,109,32,41,PA - Philadelphia,88,93,73,ASERACARE HOSPICE,,99,0,391651,35,84,0,,48,,71,0.212,0.236,0.046,0.094,PA,411 EAGLEVIEW BLVD SUITE 114,5184968,22339,36,3663141,3443361,217,19341
1,,81,12,KINGSTON,454,11,0.369,0.104,753,236,184,96,84,42,59,167,111,292,PA - Wilkes-Barre,299,220,206,CELTIC HOSPICE,,95,1099,391572,,288,233,0,0,,176,0.404,0.331,0.056,0.095,PA,601 WYOMING AVENUE,13118047,35380,71,5673217,6332993,726,18704
1,,83,,WILKES BARRE,670,14,0,0,1104,335,229,267,93,66,107,323,114,308,PA - Wilkes-Barre,434,367,246,HOSPICE OF THE SACRED HEART,,96,723,391656,128,481,98,,396,,0,0.804,0.737,0.063,0.116,PA,600 BALTIMORE DRIVE,25446129,65743,77,9846224,10999250,1076,18702
1,0,79.7,,FORTY FORT,76,,0.414,0.079,120,48,15,,22,13,,11,,73,PA - Wilkes-Barre,44,26,20,COMMONWEALTH HOME HEALTH & HOSPICE OF WILKES-BARRE,0,90,0,391595,,49,44,11,0,,,0.628,0.478,0.06,0.094,PA,900 RUTTER AVENUE SUITE 8,945973,2981,,491399,550138,117,18704
1,0,83.9,,PITTSTON,106,,0.327,0.16,154,30,33,53,16,,32,72,15,24,PA - Wilkes-Barre,48,81,23,HEARTLAND HOME HEALTH CARE & HOSPICE,0,99,0,391532,,63,0,0,70,,14,0.244,0.293,0.035,0.088,PA,38 NORTH MAIN STREET,3567291,15039,19,2094855,2334679,151,18640
1,,83.3,0,KINGSTON,89,,0.315,0.157,137,40,63,,11,,,36,,37,PA - Wilkes-Barre,48,42,27,ERWINE'S HOME HEALTH AND HOSPICE,,98,0,391675,12,90,,0,14,,18,0.537,0.607,0.058,0.145,PA,270 PIERCE STREET SUITE 101,1485973,6624,22,940590,1053907,134,18704
1,0,82.2,,BOONE,175,,0.154,0.095,311,83,42,94,37,18,64,154,37,39,TN - Johnson City,136,88,70,MEDI HOME HEALTH AND HOSPICE,0,99,0,341539,37,229,0,,0,,42,0.171,0.282,0.038,0.083,NC,"400 SHADOWLINE DRIVE, SUITE 102",6272766,30924,42,4231461,4768023,308,28607
1,,79.8,,ELIZABETHTON,530,,0.259,0.132,906,271,186,177,135,42,141,322,95,180,TN - Johnson City,376,235,359,"AMEDISYS HOSPICE, AN ADVENTA COMPANY",,99,24,441534,63,628,,35,90,,88,0.301,0.387,0.048,0.084,TN,1500 WEST ELK AVENUE SUITE 202,19004951,71746,101,9639179,11168667,890,37643
1,,78.6,,JOHNSON CITY,345,,0.118,0.049,597,200,57,62,137,57,15,88,84,306,TN - Johnson City,252,152,275,MEDICAL CENTER HOSPICE,,94,0,441537,0,357,0,217,0,0,23,0.293,0.307,0.029,0.048,TN,"101 MED TECH PARKWAY, SUITE 100",4711119,17358,36,2689530,3111020,582,37604
1,0,81.1,,JOHNSON CITY,424,,0.241,0.131,673,175,139,173,65,45,100,242,76,135,TN - Johnson City,249,297,247,CARIS HEALTHCARE,0,100,22,441587,14,279,0,20,342,0,18,0.258,0.332,0.034,0.058,TN,110 A WEST SPRINGBROOK DRIVE,11620886,51158,77,6806002,7904185,662,37604
1,,81.1,136,NEWPORT NEWS,344,,0.23,0.117,581,211,74,134,54,48,47,170,60,139,VA - Newport News,237,85,114,RIVERSIDE HOSPICE,,99,51,491509,15,447,0,15,,,86,0.255,0.292,0.013,0.03,VA,"12420 WARWICK BOULEVARD, SUITE 6E",7086721,32360,64,4799206,5028234,422,23606
1,,78.2,50,NEWPORT NEWS,101,,0.55,0.174,169,91,11,36,,,21,49,,29,VA - Newport News,68,24,21,PERSONAL TOUCH HOME CARE & HOSPICE-NEWPORT NEWS,0,100,0,491526,0,169,0,0,0,0,0,0.377,0.362,0.051,0.096,VA,"733 THIMBLE SHOALS ROAD, SUITE 150",2641229,10477,22,1535971,1608767,114,23606
1,0,81.4,29,GLOUCESTER,142,,0.48,0.142,254,96,40,28,23,12,21,68,55,66,VA - Newport News,112,67,41,RIVERSIDE WALTER REED HOSPICE,,99,,491530,23,154,0,,,0,72,0.272,0.231,0.024,0.037,VA,7358 MAIN STREET,3127665,13087,20,1900382,2031999,223,23061
1,,80.3,60,NEWPORT NEWS,169,,0.29,0.075,292,104,63,27,35,35,12,62,28,117,VA - Newport News,123,43,48,SENTARA HOME CARE SERVICES - NEWPORT NEWS,,98,,491543,11,213,,52,0,,15,0.185,0.213,0.076,0.162,VA,200 ENTERPRISE DRIVE,3018814,11406,27,1762187,1841692,224,23603
1,,81.7,108,NEWPORT NEWS,239,,0.193,0.122,409,137,45,105,24,44,29,113,54,91,VA - Newport News,170,87,75,HEARTLAND HOSPICE SERVICES,,100,0,491575,35,238,,,124,,11,0.283,0.348,0.072,0.119,VA,"11835 FISHING POINT DRIVE, SUITE 202",4954982,21357,54,3131882,3286250,292,23606
