Number of Records,Address,City,County Name,Effectiveness Of Care National Comparison,Effectiveness Of Care National Comparison Footnote,Efficient Use Of Medical Imaging National Comparison,Efficient Use Of Medical Imaging National Comparison Footnote,Emergency Services,Hospital Name,Hospital Overall Rating,Hospital Overall Rating Footnote,Hospital Ownership,Hospital Type,Location,Meets Criteria For Meaningful Use Of Ehrs,Mortality National Comparison,Mortality National Comparison Footnote,Patient Experience National Comparison,Patient Experience National Comparison Footnote,Phone Number,Provider Id,Readmission National Comparison,Readmission National Comparison Footnote,Safety Of Care National Comparison,Safety Of Care National Comparison Footnote,State,Timeliness Of Care National Comparison,Timeliness Of Care National Comparison Footnote,Zip Code
1,595 WEST CAROLINA AVENUE,VARNVILLE,HAMPTON,Same as the national average,,Not Available,5,True,HAMPTON REGIONAL MEDICAL CENTER,2,,Voluntary non-profit - Private,Acute Care Hospitals,"595 WEST CAROLINA AVENUE VARNVILLE, SC 29944 (32.855258, -81.087692)",,Not Available,5,Not Available,16,(803) 943-2771,420072,Below the national average,,Not Available,5,SC,Same as the national average,,29944
1,729 SOUTH EAST MAIN STREET,SIMPSONVILLE,GREENVILLE,Same as the national average,,Same as the national average,,True,GHS HILLCREST MEMORIAL HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"729 SOUTH EAST MAIN STREET SIMPSONVILLE, SC 29681 (34.719015, -82.249908)",True,Same as the national average,,Above the national average,,(864) 454-6100,420037,Same as the national average,,Above the national average,,SC,Same as the national average,,29681
1,711 CHESTERFIELD HIGHWAY,CHERAW,CHESTERFIELD,Same as the national average,,Same as the national average,,True,MCLEOD HEALTH CHERAW,2,,Voluntary non-profit - Private,Acute Care Hospitals,"711 CHESTERFIELD HIGHWAY CHERAW, SC 29520 (34.695372, -79.918096)",True,Same as the national average,,Same as the national average,,(843) 537-7881,420107,Below the national average,,Same as the national average,,SC,Above the national average,,29520
1,555 E CHEVES ST BOX 8700,FLORENCE,FLORENCE,Same as the national average,,Above the national average,,True,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,3,,Voluntary non-profit - Other,Acute Care Hospitals,"555 E CHEVES ST BOX 8700 FLORENCE, SC 29506 (34.195931, -79.758784)",True,Same as the national average,,Above the national average,,(843) 777-2900,420051,Above the national average,,Below the national average,,SC,Below the national average,,29506
1,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,CHARLESTON,Same as the national average,,Same as the national average,,True,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,5,,Voluntary non-profit - Private,Acute Care Hospitals,"2095 HENRY TECKLENBURG DRIVE CHARLESTON, SC 29414 (32.810751, -80.042264)",True,Same as the national average,,Above the national average,,(843) 402-1006,420065,Above the national average,,Above the national average,,SC,Same as the national average,,29414
1,1304 W BOBO NEWSOM HWY,HARTSVILLE,DARLINGTON,Same as the national average,,Same as the national average,,True,CAROLINA PINES REGIONAL MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"1304 W BOBO NEWSOM HWY HARTSVILLE, SC 29550 (34.348675, -80.105767)",True,Same as the national average,,Same as the national average,,(864) 339-2100,420010,Below the national average,,Same as the national average,,SC,Above the national average,,29550
1,1315 ROBERTS STREET,CAMDEN,KERSHAW,Same as the national average,,Same as the national average,,True,KERSHAWHEALTH,4,,Proprietary,Acute Care Hospitals,"1315 ROBERTS STREET CAMDEN, SC 29020 (34.253164, -80.589579)",True,Same as the national average,,Below the national average,,(803) 432-4311,420048,Above the national average,,Above the national average,,SC,Above the national average,,29020
1,258 N RON MCNAIR BLVD,LAKE CITY,FLORENCE,Below the national average,,Same as the national average,,True,LAKE CITY COMMUNITY HOSPITAL,2,,Voluntary non-profit - Private,Acute Care Hospitals,"258 N RON MCNAIR BLVD LAKE CITY, SC 29560 (33.88037, -79.759089)",,Same as the national average,,Not Available,16,(843) 374-2036,420066,Below the national average,,Not Available,5,SC,Above the national average,,29560
1,809 82ND PARKWAY,MYRTLE BEACH,HORRY,Above the national average,,Above the national average,,True,GRAND STRAND REGIONAL MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,"809 82ND PARKWAY MYRTLE BEACH, SC 29572 (33.754763, -78.817079)",True,Same as the national average,,Below the national average,,(843) 692-1000,420085,Below the national average,,Above the national average,,SC,Above the national average,,29572
1,200 FLEETWOOD DRIVE,EASLEY,PICKENS,Same as the national average,,Same as the national average,,True,GHS BAPTIST EASLEY HOSPITAL,2,,Voluntary non-profit - Private,Acute Care Hospitals,"200 FLEETWOOD DRIVE EASLEY, SC 29640 (34.839651, -82.607064)",True,Same as the national average,,Same as the national average,,(864) 442-7200,420015,Below the national average,,Below the national average,,SC,Same as the national average,,29640
1,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,JASPER,Same as the national average,,Same as the national average,,True,COASTAL CAROLINA HOSPITAL,3,,Proprietary,Acute Care Hospitals,"1000 MEDICAL CENTER DRIVE HARDEEVILLE, SC 29927 (32.314817, -81.055429)",True,Same as the national average,,Below the national average,,(843) 784-8182,420101,Below the national average,,Not Available,5,SC,Same as the national average,,29927
1,1530 N LIMESTONE ST,GAFFNEY,CHEROKEE,Same as the national average,,Same as the national average,,True,CHEROKEE MEDICAL CENTER,2,,Voluntary non-profit - Private,Acute Care Hospitals,"1530 N LIMESTONE ST GAFFNEY, SC 29340 (35.090092, -81.635753)",True,Same as the national average,,Below the national average,,(864) 487-4271,420043,Same as the national average,,Not Available,5,SC,Same as the national average,,29340
1,955 RIBAUT RD,BEAUFORT,BEAUFORT,Above the national average,,Same as the national average,,True,BEAUFORT COUNTY MEMORIAL HOSPITAL,3,,Government - Local,Acute Care Hospitals,"955 RIBAUT RD BEAUFORT, SC 29902 (32.417244, -80.688546)",True,Same as the national average,,Same as the national average,,(843) 522-5200,420067,Above the national average,,Below the national average,,SC,Below the national average,,29902
1,3500 HIGHWAY 17 NORTH,MOUNT PLEASANT,CHARLESTON,Same as the national average,,Same as the national average,,True,MOUNT PLEASANT HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"3500 HIGHWAY 17 NORTH MOUNT PLEASANT, SC 29466 (32.877082, -79.7679)",True,Same as the national average,,Above the national average,,(843) 724-2954,420104,Above the national average,,Same as the national average,,SC,Above the national average,,29466
1,129 N WASHINGTON ST,SUMTER,SUMTER,Same as the national average,,Below the national average,,True,PALMETTO HEALTH TUOMEY HOSPITAL,2,,Voluntary non-profit - Private,Acute Care Hospitals,"129 N WASHINGTON ST SUMTER, SC 29150 (33.923496, -80.344356)",True,Same as the national average,,Same as the national average,,(803) 774-9000,420070,Below the national average,,Below the national average,,SC,Below the national average,,29150
1,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SPARTANBURG,Same as the national average,,Same as the national average,,True,MARY BLACK HEALTH SYSTEM SPARTANBURG,3,,Proprietary,Acute Care Hospitals,"1700 SKYLYN DR PO BOX 3217 SPARTANBURG, SC 29307 (34.978285, -81.893659)",True,Same as the national average,,Same as the national average,,(864) 573-3000,420083,Same as the national average,,Same as the national average,,SC,Same as the national average,,29307
1,322 WEST SOUTH STREET,UNION,UNION,Below the national average,,Not Available,5,True,UNION MEDICAL CENTER,3,,Voluntary non-profit - Other,Acute Care Hospitals,"322 WEST SOUTH STREET UNION, SC 29379 (34.711438, -81.628668)",True,Same as the national average,,Not Available,16,(864) 301-2000,420108,Same as the national average,,Not Available,5,SC,Above the national average,,29379
1,500 NELSON BOULEVARD,KINGSTREE,WILLIAMSBURG,Same as the national average,,Not Available,5,True,WILLIAMSBURG REGIONAL HOSPITAL,3,,Voluntary non-profit - Private,Critical Access Hospitals,"500 NELSON BOULEVARD KINGSTREE, SC 29556 (33.660666, -79.820239)",True,Not Available,5,Above the national average,,(843) 355-8888,421303,Same as the national average,,Not Available,16,SC,Same as the national average,,29556
1,2829 E HWY 76,MULLINS,MARION,Same as the national average,,Same as the national average,,True,MUSC HEALTH MARION MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"2829 E HWY 76 MULLINS, SC 29574 (34.189232, -79.321945)",True,Same as the national average,,Below the national average,,(843) 431-2000,420055,Below the national average,,Not Available,5,SC,Same as the national average,,29574
1,316 CALHOUN ST,CHARLESTON,CHARLESTON,Same as the national average,,Same as the national average,,True,ROPER HOSPITAL,5,,Voluntary non-profit - Private,Acute Care Hospitals,"316 CALHOUN ST CHARLESTON, SC 29401 (32.782372, -79.948734)",True,Same as the national average,,Above the national average,,(843) 724-2800,420087,Above the national average,,Above the national average,,SC,Above the national average,,29401
1,3655 MITCHELL STREET,LORIS,HORRY,Same as the national average,,Above the national average,,True,MCLEOD LORIS  HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"3655 MITCHELL STREET LORIS, SC 29569 (34.057697, -78.897796)",True,Same as the national average,,Above the national average,,(843) 716-7000,420105,Above the national average,,Same as the national average,,SC,Above the national average,,29569
1,501 ROBERTSON BOULEVARD,WALTERBORO,COLLETON,Same as the national average,,Same as the national average,,True,COLLETON MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,"501 ROBERTSON BOULEVARD WALTERBORO, SC 29488 (32.921855, -80.67088)",True,Same as the national average,,Same as the national average,,(843) 782-2000,420030,Below the national average,,Above the national average,,SC,Above the national average,,29488
1,400 PALMETTO HEALTH PARKWAY,COLUMBIA,LEXINGTON,Same as the national average,,Above the national average,,True,PALMETTO HEALTH BAPTIST PARKRIDGE,4,,Voluntary non-profit - Private,Acute Care Hospitals,"400 PALMETTO HEALTH PARKWAY COLUMBIA, SC 29212",True,Same as the national average,,Above the national average,,(803) 907-7011,420106,Above the national average,,Same as the national average,,SC,Below the national average,,29212
1,9330 MEDICAL PLAZA DR,CHARLESTON,CHARLESTON,Above the national average,,Same as the national average,,True,TRIDENT MEDICAL CENTER,1,,Proprietary,Acute Care Hospitals,"9330 MEDICAL PLAZA DR CHARLESTON, SC 29406 (32.975128, -80.072274)",True,Below the national average,,Below the national average,,(843) 847-4100,420079,Below the national average,,Above the national average,,SC,Same as the national average,,29406
1,10 EAST HOSPITAL STREET,MANNING,CLARENDON,Same as the national average,,Same as the national average,,True,MCLEOD HEALTH CLARENDON,3,,Voluntary non-profit - Private,Acute Care Hospitals,"10 EAST HOSPITAL STREET MANNING, SC 29102 (33.687866, -80.211767)",True,Same as the national average,,Same as the national average,,(803) 435-8463,420109,Above the national average,,Not Available,5,SC,Above the national average,,29102
1,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,ORANGEBURG,Same as the national average,,Same as the national average,,False,TRMC OF ORANGEBURG & CALHOUN,1,,Government - Local,Acute Care Hospitals,"3000 ST MATTHEWS RD BOX 1806 ORANGEBURG, SC 29115",True,Same as the national average,,Below the national average,,(803) 533-2460,420068,Below the national average,,Below the national average,,SC,Below the national average,,29115
1,ONE ST FRANCIS DR,GREENVILLE,GREENVILLE,Same as the national average,,Same as the national average,,True,ST FRANCIS-DOWNTOWN,4,,Voluntary non-profit - Private,Acute Care Hospitals,"ONE ST FRANCIS DR GREENVILLE, SC 29601",True,Below the national average,,Above the national average,,(800) 805-5678,420023,Above the national average,,Above the national average,,SC,Below the national average,,29601
1,800 N FANT ST,ANDERSON,ANDERSON,Below the national average,,Same as the national average,,True,ANMED HEALTH,3,,Voluntary non-profit - Private,Acute Care Hospitals,"800 N FANT ST ANDERSON, SC 29621 (34.511071, -82.647355)",True,Same as the national average,,Below the national average,,(864) 512-2830,420027,Below the national average,,Above the national average,,SC,Below the national average,,29621
1,805 PAMPLICO HWY BOX 100550,FLORENCE,FLORENCE,Same as the national average,,Same as the national average,,True,MUSC HEALTH FLORENCE MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"805 PAMPLICO HWY BOX 100550 FLORENCE, SC 29505 (34.158829, -79.754236)",True,Above the national average,,Same as the national average,,(843) 674-2500,420091,Below the national average,,Below the national average,,SC,Above the national average,,29505
1,4070 HIGHWAY 17 BYPASS PO DRAWER 3350,MURRELLS INLET,HORRY,Above the national average,,Below the national average,,True,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,5,,Voluntary non-profit - Private,Acute Care Hospitals,"4070 HIGHWAY 17 BYPASS PO DRAWER 3350 MURRELLS INLET, SC 29576",True,Same as the national average,,Above the national average,,(843) 652-1000,420098,Above the national average,,Above the national average,,SC,Same as the national average,,29576
1,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,BEAUFORT,Same as the national average,,Below the national average,,True,HILTON HEAD REGIONAL MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"25 HOSPITAL CENTER BLVD HILTON HEAD ISLAND, SC 29925 (32.21932, -80.7125)",True,Below the national average,,Below the national average,,(843) 681-6122,420080,Same as the national average,,Same as the national average,,SC,Below the national average,,29925
1,800 W MEETING ST,LANCASTER,LANCASTER,Same as the national average,,Same as the national average,,True,MUSC HEALTH LANCASTER MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"800 W MEETING ST LANCASTER, SC 29720 (34.716906, -80.786842)",True,Same as the national average,,Below the national average,,(803) 286-1481,420036,Above the national average,,Below the national average,,SC,Same as the national average,,29720
1,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,GEORGETOWN,Same as the national average,,Below the national average,,True,TIDELANDS HEALTH,3,,Voluntary non-profit - Private,Acute Care Hospitals,"606 BLACK RIVER RD DRAWER 1718 GEORGETOWN, SC 29440 (33.379078, -79.285344)",,Same as the national average,,Below the national average,,(843) 527-7000,420020,Above the national average,,Above the national average,,SC,Same as the national average,,29440
1,420 THOMSON CIRCLE,ABBEVILLE,ABBEVILLE,Same as the national average,,Same as the national average,,True,ABBEVILLE AREA MEDICAL CENTER,4,,Government - Local,Critical Access Hospitals,"420 THOMSON CIRCLE ABBEVILLE, SC 29620 (34.156125, -82.380174)",True,Not Available,5,Above the national average,,(864) 366-5011,421301,Same as the national average,,Not Available,5,SC,Above the national average,,29620
1,701 GROVE RD,GREENVILLE,GREENVILLE,Below the national average,,Same as the national average,,True,GHS GREENVILLE MEMORIAL HOSPITAL,3,,Voluntary non-profit - Private,Acute Care Hospitals,"701 GROVE RD GREENVILLE, SC 29605 (34.821617, -82.41359)",True,Same as the national average,,Same as the national average,,(864) 455-7000,420078,Above the national average,,Below the national average,,SC,Below the national average,,29605
1,222 S HERLONG AVE,ROCK HILL,YORK,Same as the national average,,Above the national average,,True,PIEDMONT MEDICAL CENTER,1,,Proprietary,Acute Care Hospitals,"222 S HERLONG AVE ROCK HILL, SC 29730 (34.955198, -81.05125)",True,Below the national average,,Below the national average,,(803) 329-1234,420002,Below the national average,,Above the national average,,SC,Below the national average,,29730
1,5 RICHLAND MEDICAL PARK,COLUMBIA,RICHLAND,Below the national average,,Above the national average,,True,PALMETTO HEALTH RICHLAND,2,,Voluntary non-profit - Private,Acute Care Hospitals,"5 RICHLAND MEDICAL PARK COLUMBIA, SC 29203 (34.027007, -81.030118)",True,Same as the national average,,Same as the national average,,(803) 296-5678,420018,Above the national average,,Below the national average,,SC,Below the national average,,29203
1,1 MEDICAL PARK DRIVE,CHESTER,CHESTER,Same as the national average,,Same as the national average,,True,MUSC HEALTH CHESTER MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,"1 MEDICAL PARK DRIVE CHESTER, SC 29706 (34.683429, -81.184551)",True,Same as the national average,,Same as the national average,,(803) 581-3151,420019,Same as the national average,,Not Available,5,SC,Above the national average,,29706
1,123 W G ACKER DRIVE,PICKENS,PICKENS,Same as the national average,,Not Available,5,True,CANNON MEMORIAL HOSPITAL,3,,Voluntary non-profit - Private,Acute Care Hospitals,"123 W G ACKER DRIVE PICKENS, SC 29671 (34.874944, -82.704631)",True,Same as the national average,,Not Available,16,(864) 878-4791,420011,Same as the national average,,Not Available,5,SC,Same as the national average,,29671
1,169 ASHLEY AVE,CHARLESTON,CHARLESTON,Same as the national average,,Same as the national average,,True,MUSC MEDICAL CENTER,2,,Government - State,Acute Care Hospitals,"169 ASHLEY AVE CHARLESTON, SC 29425 (32.7854, -79.946559)",True,Below the national average,,Above the national average,,(843) 792-2300,420004,Below the national average,,Below the national average,,SC,Below the national average,,29425
1,302 UNIVERSITY PARKWAY,AIKEN,AIKEN,Same as the national average,,Same as the national average,,True,AIKEN REGIONAL MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,"302 UNIVERSITY PARKWAY AIKEN, SC 29801 (33.56989, -81.765071)",True,Same as the national average,,Below the national average,,(803) 641-5900,420082,Above the national average,,Below the national average,,SC,Same as the national average,,29801
1,298 MEMORIAL DRIVE,SENECA,OCONEE,Same as the national average,,Same as the national average,,True,GHS OCONEE MEMORIAL  HOSPITAL,4,,Voluntary non-profit - Private,Acute Care Hospitals,"298 MEMORIAL DRIVE SENECA, SC 29672 (34.698255, -82.984132)",True,Same as the national average,,Same as the national average,,(864) 482-3100,420009,Above the national average,,Above the national average,,SC,Same as the national average,,29672
1,300 SINGLETON RIDGE ROAD,CONWAY,HORRY,Same as the national average,,Same as the national average,,True,CONWAY MEDICAL CENTER,4,,Voluntary non-profit - Private,Acute Care Hospitals,"300 SINGLETON RIDGE ROAD CONWAY, SC 29526 (33.786524, -79.002854)",,Same as the national average,,Same as the national average,,(843) 347-8037,420049,Above the national average,,Above the national average,,SC,Same as the national average,,29526
1,2669 KINARD ST PO BOX 497,NEWBERRY,NEWBERRY,Same as the national average,,Same as the national average,,True,NEWBERRY COUNTY MEMORIAL HOSPITAL,4,,Voluntary non-profit - Other,Acute Care Hospitals,"2669 KINARD ST PO BOX 497 NEWBERRY, SC 29108 (34.289433, -81.604915)",True,Same as the national average,,Above the national average,,(803) 405-7145,420053,Above the national average,,Same as the national average,,SC,Same as the national average,,29108
1,2435 FOREST DR,COLUMBIA,RICHLAND,Same as the national average,,Same as the national average,,True,PROVIDENCE HEALTH,4,,Proprietary,Acute Care Hospitals,"2435 FOREST DR COLUMBIA, SC 29204 (34.013278, -81.012142)",True,Same as the national average,,Below the national average,,(803) 256-5300,420026,Above the national average,,Above the national average,,SC,Below the national average,,29204
1,175 PATEWOOD DRIVE,GREENVILLE,GREENVILLE,Same as the national average,,Below the national average,,False,GHS PATEWOOD MEMORIAL HOSPITAL,5,,Voluntary non-profit - Private,Acute Care Hospitals,"175 PATEWOOD DRIVE GREENVILLE, SC 29615 (34.852735, -82.326115)",True,Not Available,16,Above the national average,,(864) 797-1000,420102,Above the national average,,Above the national average,,SC,Not Available,5,29615
1,301 E JACKSON STREET PO BOX 1327,DILLON,DILLON,Same as the national average,,Same as the national average,,True,MCLEOD MEDICAL CENTER - DILLON,4,,Voluntary non-profit - Private,Acute Care Hospitals,"301 E JACKSON STREET PO BOX 1327 DILLON, SC 29536 (34.421266, -79.366107)",True,Same as the national average,,Above the national average,,(843) 774-4111,420005,Same as the national average,,Not Available,5,SC,Above the national average,,29536
1,830 SOUTH BUNCOMBE ROAD,GREER,GREENVILLE,Same as the national average,,Same as the national average,,True,GHS GREER MEMORIAL HOSPITAL,5,,Voluntary non-profit - Private,Acute Care Hospitals,"830 SOUTH BUNCOMBE ROAD GREER, SC 29650 (34.91931, -82.242031)",True,Same as the national average,,Above the national average,,(864) 848-8200,420033,Above the national average,,Above the national average,,SC,Same as the national average,,29650
1,2720 SUNSET BLVD,WEST COLUMBIA,LEXINGTON,Same as the national average,,Above the national average,,True,LEXINGTON MEDICAL CENTER,3,,Government - Hospital District or Authority,Acute Care Hospitals,"2720 SUNSET BLVD WEST COLUMBIA, SC 29169 (34.004403, -81.114361)",True,Same as the national average,,Above the national average,,(803) 791-2000,420073,Above the national average,,Below the national average,,SC,Below the national average,,29169
