Number of Records,Agency Name,American Indian Or Alaska Native Beneficiaries,Asian Pacific Islander Beneficiaries,Average Age,Average Hcc Score,Average Number Of Home Health Aide Visits Per Episode Non Lupa,Average Number Of Medical Social Visits Per Episode Non Lupa,Average Number Of Ot Visits Per Episode Non Lupa,Average Number Of Pt Visits Per Episode Non Lupa,Average Number Of Skilled Nursing Visits Per Episode Non Lupa,Average Number Of St Visits Per Episode Non Lupa,Average Number Of Total Visits Per Episode Non Lupa,Black Beneficiaries,City,Distinct Beneficiaries Non Lupa,Dua Beneficiaries,Female Beneficiaries,Hispanic Beneficiaries,Male Beneficiaries,Nondual Beneficiaries,Other Unknown Beneficiaries,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Percent Of Beneficiaries With Alzheimers,Percent Of Beneficiaries With Asthma,Percent Of Beneficiaries With Atrial Fibrillation,Percent Of Beneficiaries With Cancer,Percent Of Beneficiaries With Chf,Percent Of Beneficiaries With Chronic Kidney Disease,Percent Of Beneficiaries With Copd,Percent Of Beneficiaries With Depression,Percent Of Beneficiaries With Diabetes,Percent Of Beneficiaries With Hyperlipidemia,Percent Of Beneficiaries With Hypertension,Percent Of Beneficiaries With Ihd,Percent Of Beneficiaries With Osteoporosis,Percent Of Beneficiaries With Ra Oa,Percent Of Beneficiaries With Schizophrenia,Percent Of Beneficiaries With Stroke,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,White Beneficiaries,Zip Code
1,ELITE CARE AT HOME,0,0,79,1.41,2.6,0.1,3.1,9.6,8.2,0.4,24,,GRAND JUNCTION,111,18,57,,54,93,0,0.4,24,6,14,6,27,28,27,34,26,23,52,25,10,34,5,6,67511,CO,2829 NORTH AVENUE SUITE 102,173,492297,5409,631512,676216,15,106,81501
1,A PLUS HOME HEALTH CARE INC,0,0,79,2.23,0.5,0.1,2.7,5.1,7,0.1,15.5,18,POMPANO BEACH,113,31,73,,40,82,,3.6,35,12,28,19,40,44,20,42,42,73,,59,15,50,14,13,108336,FL,2101 NW 33RD ST STE 2900,124,719010,5910,399986,380330,15,85,33069
1,UTOPIA HOME CARE INC,0,0,79,2.4,1,0.1,1.6,8,8,0.7,19.4,13,SAINT PETERSBURG,71,36,53,,18,35,,0.3,48,7,24,6,37,44,34,34,42,63,,56,20,61,10,15,108448,FL,215 SECOND AVE N,94,232145,5729,295573,321993,15,49,33701
1,HEARTFELT HOME CARE OF DISTRICT 7 INC,0,0,79,2.1,0.6,0,1.2,5.7,7.8,0.1,15.4,,ORLANDO,44,,26,,18,,,0.3,32,18,30,11,50,61,39,43,64,,,70,11,52,9,18,109436,FL,4305 VINELAND ROAD SUITE G-16,56,215340,4567,147251,163869,15,35,32811
1,EVEREST HEALTHCARE SOLUTIONS,0,17,79,2.24,0.4,0,0.3,3.2,6.4,0,10.3,17,AURORA,49,,,,,,,0,35,20,10,12,43,35,22,35,67,55,,,18,,6,6,148114,IL,75 EXECUTIVE DRIVE SUITE 104,150,231561,5467,396099,389412,15,11,60504
1,WYANDOT COUNTY HOME HEALTH AGENCY,0,0,79,2.08,2.9,0,1.1,6.6,9.8,0.1,20.5,0,UPPER SANDUSKY,112,27,69,,43,85,,0.3,30,9,29,13,54,45,39,31,52,63,,60,21,65,12,11,367001,OH,210 NORTH SANDUSKY AVENUE,152,409090,4955,441618,495743,15,110,43351
1,OTTAWA COUNTY HEALTH DEPT,0,0,79,2.15,4.3,0,2.3,7.2,9.4,0,23.2,,PORT CLINTON,95,,54,,41,,0,0.3,23,7,26,18,61,49,46,29,41,58,,58,14,47,7,14,367140,OH,1856 E PERRY STREET,124,390693,6057,375824,411890,15,92,43452
1,PARAMOUNT HOME HEALTH CARE INC,0,,79,2.73,0.4,0.1,1.2,8,4.8,0.3,14.8,18,CANTON,90,28,46,0,44,62,,0,60,16,22,13,49,47,36,48,43,69,,63,13,70,19,9,369008,OH,"4368 DRESSLER ROAD NW, SUITE 204",100,310914,4118,286500,316374,15,69,44718
1,"QUALITY LIFE SERVICES, LLC",0,0,79,2.21,0.4,0,8.3,12,8.2,0.5,29.2,,CINCINNATI,92,46,64,,28,46,0,1.3,57,3,17,11,45,42,33,46,48,55,,58,14,70,16,14,369023,OH,415 GLENSPRINGS DR STE 302,126,524146,4584,520062,543524,15,87,45246
1,OPTIMUM HOME HEALTH CARE INC,,18,79,2.27,5.4,0,1,5.5,10.1,0.1,22.1,18,PLANO,170,56,123,13,47,114,,4.2,35,19,18,10,43,41,24,51,40,74,,52,18,61,9,14,457978,TX,5501 INDEPENDENCE PKWY SUITE 304,583,2536529,3690,1764136,1771881,15,119,75023
1,AMERICARE IN HOME NURSING,0,,79,1.5,0.6,0.1,0.3,8.8,5.2,0.1,15,14,SPRINGFIELD,72,,49,,23,,,0,33,8,13,8,28,26,13,24,33,60,,31,6,63,6,6,497255,VA,"6800 BACKLICK ROAD, SUITE 200",80,226810,5129,265153,258606,15,51,22150
1,WEST PARK HOSPITAL HOME HEALTH,,0,79,1.61,5,0,1.5,3.1,8.4,0,18,0,CODY,139,25,97,,42,114,0,0.2,21,6,28,19,39,29,26,38,31,50,,35,19,57,7,9,537031,WY,1021 9TH STREET,186,780037,5585,456459,477819,15,136,82414
1,BAPTIST HEALTH HOME HEALTH NETWORK-HOT SPRINGS COU,0,0,79,1.89,5.2,0,2.3,8,7.8,0.1,23.4,,MALVERN,147,27,85,,62,120,0,0.7,39,9,28,11,46,43,36,37,41,67,,59,22,55,22,18,47103,AR,1001 SCHNEIDER DRIVE,219,716676,4432,654732,780736,16,139,72104
1,"MISSION HOME HEALTH SERVICES, INC",0,212,79,2.17,0.2,0,0.1,2.8,9.2,0,12.4,,LOS ANGELES,274,249,190,30,84,25,,2.9,37,15,16,10,39,35,21,20,72,,,63,38,68,4,7,58131,CA,3250 WILSHIRE BLVD SUITE 1105,363,696597,7343,1104190,934788,16,21,90010
1,"L A METROPOLITAN HOME HEALTH, INCORPORATION",,84,79,2.13,0.1,0.2,0.1,4.5,9,0.1,14.1,21,ARTESIA,238,170,162,60,76,68,,0.8,45,24,9,7,36,37,29,32,47,61,,55,24,46,12,11,58456,CA,"17100 PIONEER BLVD, STE 313",403,794814,6147,1355778,1163368,16,67,90701
1,VISTA REHAB HOME HEALTH AGENCY,,23,79,1.76,2.3,0.7,0.9,5.8,7.1,0.2,16.9,33,LIVERMORE,168,61,110,16,58,107,,0.2,45,17,14,9,33,39,18,27,46,53,,38,15,54,9,15,59496,CA,"2178 RHEEM DRIVE, SUITE C",192,663566,10943,841192,552450,16,91,94550
1,COMMUNITY HOSPITAL HOME HEALTH SERVICES,0,,79,1.78,3,0.1,2,5.5,6.2,0.1,16.9,,GRAND JUNCTION,160,34,110,,50,126,,0.2,26,9,18,12,32,25,28,36,39,35,67,30,16,41,7,8,67298,CO,2021 NORTH 12TH STREET,191,560094,5752,532833,571639,16,156,81501
1,GAFFEY HOME NURSING & HOSPICE,0,0,79,2.08,3.1,0.1,0,6.2,10.4,0.1,20.1,,STERLING,206,53,125,,81,153,,1.1,24,14,27,12,43,47,42,38,42,71,,63,18,55,13,8,147503,IL,3408 EAST 23RD STREET,336,899258,5518,865501,959200,16,195,61081
1,"SUNNY HILL HOME HEALTH CARE, INC",0,,79,2.3,2.2,0,0.2,2.5,8.4,0.1,13.3,43,OAK LAWN,138,82,103,61,35,56,,0.2,45,14,19,9,54,37,27,37,75,64,,55,27,,7,6,148058,IL,"10222 S CICERO AVENUE, STE 201",556,1068650,6868,1281673,1257029,16,31,60453
1,"HOME HEALTH ADVANTAGE, INC",0,,79,2.55,1.6,0,0.1,2.9,9.4,0,14,,CHICAGO,105,37,61,15,44,68,0,0,35,20,26,11,46,49,33,37,51,74,,60,15,,7,9,148110,IL,6120 N MILWAUKEE AVENUE,252,527770,5579,614387,602128,16,81,60646
1,"WINN HOME HEALTH CARE, INC",0,,79,1.76,13.1,0,0.3,2.1,8.4,0.1,24,33,WINNFIELD,116,60,87,,29,56,,0.9,37,5,18,9,42,34,26,44,44,59,,64,8,71,9,11,197197,LA,206 NORTH BEVILL,359,910271,4665,683544,822262,16,79,71483
1,REHAB AT HOME,0,,79,2.05,5.3,0,1,4.7,12.1,0.1,23.2,,FALL RIVER,190,109,113,17,77,81,,3,37,12,23,17,43,38,29,47,43,68,,59,18,66,16,6,227511,MA,"ONE FATHER DEVALLES BLVD, SUITE 401",453,1445484,6547,1425558,1284393,16,161,02723
1,MORRILL COUNTY COMM HOSP  HOME HEALTH AGENC,0,0,79,1.23,4.3,0,0.1,1.1,10.1,0,15.7,0,BRIDGEPORT,16,,,0,,,0,0.2,19,25,19,6,44,31,25,31,38,,,25,19,63,6,6,287061,NE,1309 R STREET,29,72122,4925,52232,55996,16,16,69336
1,SAN JUAN HOME HEALTH CARE,,0,79,2.11,3.7,0,0,5.5,7.1,0,16.3,,FARMINGTON,66,16,44,,22,50,0,0,33,12,12,11,29,41,24,44,45,50,,53,21,53,21,9,327025,NM,608 REILLY AVE,132,346116,5497,341418,353829,16,49,87401
1,"COMPREHENSIVE HEALTH CARE SERVICES, INC",0,0,79,2.1,9.4,0.1,1.5,8.9,9.3,0.3,29.4,,CINCINNATI,62,18,40,,22,44,0,5.7,31,16,24,13,37,44,19,40,37,58,,44,18,66,3,13,367595,OH,"11260 CHESTER ROAD, SUITE 260",123,351309,4312,433852,434313,16,52,45246
1,MAXIMACARE LLC,0,19,79,1.71,5.4,0.1,1.1,2.2,8.7,0.2,17.6,,CARROLLTON,102,43,65,,37,59,,0.3,48,11,17,11,53,42,38,52,41,67,,58,19,,13,16,457809,TX,3740 N JOSEY LANE STE 100-A,350,824114,3934,791292,896357,16,72,75007
1,GOOD SAMARITAN SOCIETY NORTH TEXAS HOME HEALTH,0,,79,1.83,3,0,3.3,7.5,11.8,0.5,26.1,,DENTON,176,,119,,57,,,7.5,33,13,30,21,40,49,28,43,32,68,,61,22,65,5,13,458188,TX,3901 MONTECITO DRIVE,244,868751,6086,949262,901571,16,165,76210
1,CROSSING RIVERS HEALTH HOME HEALTH,0,,79,2.04,6,0,0.9,1.7,9.1,0.2,17.9,0,PRAIRIE DU CHIEN,109,30,78,0,31,79,,2,21,8,28,14,39,50,19,35,31,50,,36,12,42,5,11,527091,WI,705 E TAYLOR ST,133,432647,6153,291805,312578,16,108,53821
1,INNERJOY HOME HEALTH SERVICES INC,,20,79,2.6,0.9,0.1,0.2,4.9,11.1,0,17.2,11,SIMI VALLEY,152,102,95,46,57,50,,1.8,62,14,14,10,41,43,25,61,46,66,,47,20,58,26,16,59252,CA,1965 YOSEMITE AVE STE 120,278,663320,7041,971496,812363,17,70,93063
1,CARING ANGELS HOME HEALTH,0,,79,2,4.8,0.1,0.1,8.5,5.2,0,18.7,64,DOVER,274,75,186,,88,199,,0,47,14,22,12,41,45,32,40,50,,,49,16,55,9,21,87042,DE,203 N MAIN STREET,393,1151853,6133,1227578,1213697,17,196,19904
1,ACME HEALTH SERVICE INC,0,0,79,2.31,4.9,0.1,3.6,7.5,7.2,0.7,24.2,32,INDIANAPOLIS,89,49,61,,28,40,,0.1,52,10,10,12,39,42,33,43,48,38,,44,22,61,12,16,157081,IN,6302 N RUCKER RD STE J,111,385843,6541,401911,404217,17,56,46220
1,V-CARE HOME HEALTH SERVICES LLC,0,,79,2.1,2.4,0,0.1,3.6,7.7,0,13.9,138,HIGHLAND,273,88,186,46,87,185,,0,36,11,18,11,49,45,31,16,55,66,,64,18,,6,13,157595,IN,3026 45TH ST STE 2A,895,1455012,5471,1992191,2131836,17,87,46322
1,"HOMECARE OF MID MISSOURI, INC",0,0,79,1.92,1.9,0,1.9,6.7,6.4,0.3,17.2,,MOBERLY,222,51,146,0,76,171,,0,27,5,27,16,49,40,34,44,41,56,,55,17,60,11,13,267097,MO,102 WEST REED STREET,271,553879,6317,738496,874635,17,218,65270
1,SENIOR SELECT INC,0,,79,3,3.7,0,0.9,4.3,15.1,0.2,24.2,23,FAIRLAWN,150,40,93,,57,110,0,5.4,43,14,27,13,55,57,37,42,48,68,,54,15,59,13,11,367734,OH,3009 SMITH ROAD #25,335,733183,5659,906671,982008,17,125,44333
1,ST AUGUSTINE HOME HEALTH CARE,0,,79,2.34,0.5,0,0.3,5.6,9.1,0.1,15.7,17,CLEVELAND,137,58,97,,40,79,,1.7,34,16,24,9,54,53,29,50,39,66,,66,17,66,15,16,368115,OH,7801 DETROIT AVENUE,187,332795,6535,489176,525819,17,112,44102
1,GENTIVA HEALTH SVS KNOXVILLE,0,0,79,2.62,0.1,0.3,3,4.8,10.6,0.8,19.7,,KNOXVILLE,94,30,69,,25,64,0,1.6,50,9,21,7,49,47,35,41,46,52,,48,16,60,21,14,447111,TN,6223 HIGHLAND PLACE WAY,132,402140,3388,343400,462309,17,91,37919
1,FAMILY CARE SENIOR SOLUTIONS,0,0,79,2.15,2.1,0,1.2,8,6.9,0,18.2,33,PORTSMOUTH,125,35,94,,31,90,,0.1,31,11,21,14,34,36,26,42,43,66,,49,22,69,8,18,497015,VA,801 COURT STREET,199,430599,6725,612985,667524,17,90,23704
1,OASIS HOME HEALTHCARE INC,0,19,79,1.92,1.6,0,1.6,7.6,7.1,0.2,18.2,16,ASHBURN,116,44,79,,37,72,,0.3,35,20,24,13,30,44,20,28,44,54,,39,14,62,5,16,497631,VA,"44121 HARRY BYRD HIGHWAY, SUITE 180",176,335599,7023,594167,577739,17,75,20147
1,GENESIS HOME HEALTH INC,0,25,79,2.21,0.1,0,0.1,2.1,8.1,0,10.4,,SIMI VALLEY,163,67,102,24,61,96,,0,26,11,24,10,56,40,52,43,52,74,,,22,60,3,11,557266,CA,1687 ERRINGER RD STE 202,542,1630399,6898,1724440,1421114,17,104,93065
1,THE HOSPITAL HOME HEALTH,0,0,79,1.65,4.1,0,0,5.4,6.8,0,16.3,16,LUVERNE,111,46,83,0,28,65,0,0,29,5,15,13,39,30,35,36,34,39,,55,18,70,13,10,17140,AL,54 ROY BEALL DRIVE,155,247882,4768,338583,428250,18,95,36049
1,"A PLUS HOME HEALTH SERVICES, LLC",,0,79,2.49,1.1,0.1,2.9,6,6.3,0,16.5,,CHANDLER,89,13,62,,27,76,0,0,29,10,30,17,44,47,33,34,36,69,,61,17,54,8,25,37419,AZ,"1600 WEST CHANDLER BOULEVARD, SUITE 110 B",114,281297,7542,346193,339177,18,82,85224
1,"FIRST CHOICE HOME HEALTH AND HOSPICE, INC",0,0,79,2.07,1.2,0.1,1,5.8,10.1,0,18.2,,TUCSON,91,21,56,24,35,70,,0.8,33,7,22,15,30,42,19,35,45,54,,43,16,53,11,12,37420,AZ,"2970 NORTH SWAN ROAD, SUITE 220",120,391526,5662,322112,345520,18,66,85712
1,LOGAN COUNTY HEALTH UNIT PARIS,0,0,79,1.74,15,0,0,2.2,5.7,0,22.9,,PARIS,33,,17,,16,,0,1.5,27,3,27,12,52,55,42,42,55,45,,39,3,33,6,9,47835,AR,150 SOUTH LOWDER STREET,78,211929,3628,153448,187032,18,30,72855
1,"CROSS CARE, INC",0,161,79,2.07,0.9,0,0,4.1,10.8,0,15.9,,LOS ANGELES,194,181,131,20,63,13,,3.3,33,17,11,13,39,37,18,24,69,63,,54,42,,4,10,59383,CA,"4055 WILSHIRE BLVD, SUITE 205",234,516370,8730,835009,690912,18,,90010
1,BRIDGES COMMUNITY HOMECARE OF COLORADO SPRINGS LLC,0,0,79,2.3,3.3,0,5.8,9.3,6.6,0.3,25.1,,COLORADO SPRINGS,121,12,71,,50,109,,0.5,33,12,29,18,45,54,34,39,33,51,,52,28,64,14,14,67468,CO,2950 PROFESSIONAL PLC STE 201,228,880867,6723,834401,891929,18,112,80904
1,INDIANA HOME HEALTH CARE CORPORATION,0,,79,2.16,2.5,0,5.4,9.7,4.4,0,22.1,,BLOOMINGTON,158,57,110,0,48,101,0,0,27,7,20,9,42,42,33,34,42,56,,45,18,53,14,13,157094,IN,3800 W GIFFORD RD,173,415849,7182,637736,689059,18,155,47403
1,GENTIVA HEALTH SERVICES,0,,79,2.2,0.4,0.2,2.1,7.9,5,0.7,16.2,55,DURHAM,217,58,143,,74,159,,0,41,11,19,16,38,44,24,47,39,49,,45,12,58,9,12,347236,NC,"2505 MERIDIAN PKWY, SUITE 225",282,807466,5829,987882,1042315,18,154,27713
1,JAMESTOWN REGIONAL MEDICAL CENTER HOME HEALTH,,0,79,1.63,2.9,0.1,0.7,1.4,7.5,0.1,12.6,0,JAMESTOWN,158,27,95,0,63,131,,0,23,8,19,14,46,42,25,43,34,59,,50,19,52,8,8,357002,ND,2422 20TH ST SW,190,456370,5447,335565,438837,18,155,58401
1,HORIZON HOME HEALTH -  SALT LAKE,0,,79,1.75,3,0.4,3.3,10,13.9,0.1,30.6,,SALT LAKE CITY,117,19,88,,29,98,,7.7,32,3,21,10,31,36,15,47,46,44,,32,18,51,8,15,467095,UT,2835 EAST 3300 SOUTH,171,742964,5626,710149,702151,18,107,84109
1,"KARYA HOME CARE, INC",0,,79,2.57,1.4,0.1,4.9,10.8,4.9,0.6,22.7,71,WILLIAMSBURG,256,53,178,,78,203,,0,49,21,22,14,41,49,30,48,53,63,,52,18,62,7,17,497617,VA,"376 MCLAWS CIRCLE, SUITE B-1",359,1234663,6624,1533784,1670582,18,178,23185
1,ADVANCED SENIOR CARE HOME HEALTH,0,,79,1.79,6.8,0.1,1.4,5.7,9.3,0.1,23.5,,MCKINNEY,134,22,83,,51,112,0,1.1,47,13,18,16,41,32,30,62,42,69,,63,20,,4,13,679517,TX,1600 REDBUD BLVD SUITE 201,293,1032394,6045,940931,968554,18,120,75069
1,EVANGEL HOME CARE SERVICES,0,0,79,2.24,4,0,0.1,2.1,9.1,0.2,15.5,0,EL PASO,102,62,68,89,34,40,0,0.2,37,15,6,13,36,46,27,24,56,70,,54,12,63,8,11,679524,TX,2200 N LEE TREVINO SUITE A2,307,483773,5226,612488,702491,18,13,79936
1,AYUDA HOME HEALTH CARE SERVICES LLC,0,0,79,2.85,3.8,0,0.7,1.7,9.3,0.3,16,,EL PASO,153,89,95,114,58,64,,0.7,35,18,13,7,44,46,29,42,64,,,55,26,74,7,10,747047,TX,1515 CESSNA SUITE 201,575,1201096,5604,1201613,1383479,18,37,79925
1,EXCELLENCE HOME HEALTH CARE AGENCY INC,0,175,79,3.16,1.7,0.1,0.8,5.6,12.9,0.1,21.1,,CHINO,255,212,138,22,117,43,,3,43,21,23,9,52,62,27,20,56,67,,72,31,50,7,12,58290,CA,11760 CENTRAL AVENUE SUITE 200,452,1632976,7844,1679050,1448435,19,49,91710
1,"PRIMROSE HOME HEALTH, INC",,24,79,2.67,1.7,0.2,0.2,5.2,11.2,0.1,18.6,19,NORTHRIDGE,134,69,94,31,40,65,,2.1,31,23,20,19,41,56,26,28,56,66,,66,22,69,8,21,59106,CA,"9249 RESEDA BLVD, STE 106",212,559312,8661,798008,669016,19,56,91324
1,BURGESS HOME HEALTH,,,79,1.69,5.4,0,0.5,3.7,8.5,0,18.2,0,ONAWA,145,31,88,0,57,114,0,0.9,21,10,27,8,44,38,39,43,39,54,,47,13,52,4,11,167146,IA,1600 DIAMOND STREET,211,571840,6563,496106,544593,19,142,51040
1,WALLOWA MEMORIAL HOSPITAL HOME HEALTH,0,0,79,1.97,0,0,0,1.4,11.8,0,13.2,0,ENTERPRISE,47,14,24,0,23,33,0,3.2,38,6,26,13,40,55,21,28,45,45,68,51,13,49,13,9,387089,OR,601 MEDICAL PARKWAY,72,189993,7953,171362,170770,19,47,97828
1,"HEALTHY LIVING AT HOME - MEDFORD, LLC",0,0,79,2.23,3.8,0.3,2.7,7.6,7,0.3,21.7,0,MEDFORD,79,21,54,,25,58,,0.1,39,14,25,13,44,58,41,46,41,59,,52,16,52,14,8,387157,OR,810 O'HARE PARKWAY #101,105,358880,7303,372203,358417,19,75,97504
1,TCM HOME HEALTH,0,0,79,2.19,0.4,0,3.6,5.3,9.2,0.1,18.6,12,WASHINGTON,188,60,110,,78,128,,0.3,28,16,21,12,49,45,33,39,48,68,,57,15,57,9,20,398088,PA,"1500 WEST JEFFERSON STREET, SUITE 744",318,847738,6827,974614,1098465,19,175,15301
1,SU CASA HEALTH CARE SERVICES,0,,79,1.95,1.6,0.1,0.1,5.4,8.7,0.2,16.1,,EL PASO,164,79,128,113,36,85,,0.2,34,19,9,7,31,32,23,40,55,67,,45,23,,4,5,453174,TX,9220 MCCOMBS,513,1429867,4830,1356515,1567225,19,37,79924
1,ARMONIA HOME HEALTH CARE AGENCY LLC,0,,79,2.03,2.3,0.1,0.2,3.7,10.5,0.1,16.9,,EL PASO,103,56,67,72,36,47,,2.5,40,17,4,7,31,41,26,41,56,65,,43,27,,7,7,747647,TX,5732 NORTH MESA,309,745482,5797,721265,810546,19,28,79912
1,"VISITING NURSES AGENCY OF WESTERN ARKANSAS, INC",0,0,79,2.27,5,0,0,7.2,7.7,0,19.9,0,OZARK,88,36,57,0,31,52,0,0.4,24,10,23,11,53,42,34,33,41,42,,53,17,45,9,16,47158,AR,"257 AIRPORT ROAD, SUITE D",121,278646,6395,294227,367616,20,88,72949
1,"COMFORT HOME HEALTH CARE, INC",0,99,79,2.81,0.4,0.1,0.1,4.9,10.7,0,16.2,,LONG BEACH,128,109,76,,52,19,,1.9,45,27,16,12,41,48,30,28,62,,,63,27,52,5,17,58149,CA,3633 LONG BEACH BLVD SUITE 103,164,401271,8294,554568,474068,20,19,90807
1,247 HOME CARE,,538,79,2.26,0.4,0.2,0.2,5,13,0.1,18.8,12,WESTMINSTER,767,655,437,80,330,112,,6.8,46,28,16,9,38,50,27,24,57,72,,65,24,51,10,12,59110,CA,"13800 ARIZONA STREET, SUITE 200",1053,3615473,10276,4455609,3623607,20,128,92683
1,"HUMAN TOUCH HOME HEALTH CARE AGENCY, INC",0,0,79,2.46,0.9,0.1,1.2,7.3,12.3,0.4,22.3,140,WASHINGTON,166,80,106,,60,86,,0.2,39,11,12,11,42,46,17,14,47,50,,39,7,42,4,12,97052,DC,"1416 9TH STREET, NW",213,544653,8707,714058,694716,20,22,20001
1,ALOHA HOME CARE,0,,79,2.52,2,0.2,1.7,6.8,11.6,0.3,22.6,,MELBOURNE,117,19,70,,47,98,,1.3,38,13,22,16,45,52,43,35,50,,,61,15,56,10,15,108218,FL,1010 E NEW HAVEN AVE STE A,180,618297,6271,536974,593031,20,105,32901
1,PINNACLE HOME HEALTHCARE INC,0,0,79,1.48,0.2,0,0.2,6.4,6.4,0.1,13.3,,DAVENPORT,143,12,85,,58,131,,0.1,38,12,20,20,33,27,27,38,37,69,,52,10,,8,13,109761,FL,45589 US HWY 27 N,217,507796,6736,522535,610079,20,132,33837
1,"CENTRAL HOMECARE AND HOSPICE, INC",0,,79,2.04,1.8,0.1,2,5.3,7.1,0.2,16.5,,NEWTON,158,24,95,,63,134,0,0.2,23,9,30,13,43,40,30,44,37,61,,54,15,59,8,9,177059,KS,"606 NORTH MAIN, SUITE 202",198,404922,8147,527580,595818,20,148,67114
1,SSM HOME CARE AT ST FRANCIS HOSPITAL,0,0,79,1.66,0.2,0,0,5.6,4.6,0.1,10.5,0,MARYVILLE,233,52,162,,71,181,,0,14,11,24,17,39,34,30,33,36,61,,48,12,60,8,12,267065,MO,2332 S MAIN STREET,263,602975,7596,614503,730340,20,229,64468
1,MEMORIAL HOSPITAL OF UNION COUNTY,,0,79,1.89,1.8,0,2.8,7.8,6.3,0.1,18.7,0,MARYSVILLE,195,26,119,0,76,169,,0,29,9,26,17,43,46,32,52,42,64,,59,18,54,10,12,367146,OH,500 LONDON AVENUE,293,867365,6644,1007146,1049423,20,194,43040
1,SLATE BELT VISITING NURSES,0,0,79,2.41,3.4,0,0,3.4,7,0,13.8,0,BANGOR,141,14,89,,52,127,,0.1,28,11,30,18,54,55,31,35,44,60,,64,9,57,8,12,397498,PA,455 BLUE VALLEY DRIVE,192,423390,7405,470098,507862,20,137,18013
1,SPOONER HEALTH SYSTEM HOMECARE,,0,79,2.18,4.9,0,0.3,4.5,9.3,0.3,19.3,0,SPOONER,79,23,41,0,38,56,,0,15,5,34,16,44,47,27,39,38,67,,46,18,57,9,10,527195,WI,801 OAK STREET,99,365454,6500,254799,273993,20,78,54801
1,HEALTHSOUTH HOME HEALTH OF PLANO,,,79,1.92,0.2,0,3,8.8,4.2,0.5,16.7,,PLANO,202,21,128,,74,181,,0,27,15,28,12,41,46,28,56,33,74,,54,56,62,6,18,677952,TX,2800 WEST 15TH STREET,233,941807,7358,844131,871038,20,177,75075
1,ACTIVE HOME CARE SERVICES,0,0,79,2.09,4.3,0,0.7,3.5,9.2,0.3,18,,SANGER,87,16,52,,35,71,,0,36,22,24,13,59,61,38,43,51,75,,62,15,75,6,15,679106,TX,401 NORTH STEMMONS,251,579744,6267,638998,682648,20,83,76266
1,CHICOT COUNTY HEALTH UNIT,0,0,79,1.59,10,0,0.2,1.8,8.3,0,20.3,18,LAKE VILLAGE,30,,,0,,,0,0,17,20,17,7,60,30,27,20,57,60,,60,3,40,10,13,47806,AR,608 HIGHWAY 65 AND 82 SOUTH SUITE A,59,157865,5528,114710,141824,21,12,71653
1,"DIAMOND HOME HEALTH, INC",0,262,79,2.41,0.1,0.1,0,1.4,11.5,0,13.1,,DIAMOND BAR,316,302,208,41,108,14,,6.4,35,16,10,9,36,46,39,13,65,70,,72,52,67,4,16,59281,CA,556 N DIAMOND BAR BLVD #109,404,744131,9830,1319966,1057059,21,,91765
1,HEART OF THE ROCKIES HOME HEALTH AND HOSPICE,,0,79,1.49,2.7,0.3,1.3,5.1,10.1,0.1,19.6,0,SALIDA,147,31,95,,52,116,,0.2,20,12,20,14,37,33,31,27,25,33,72,32,12,49,3,5,67136,CO,301 OAK STREET UNIT E,226,807503,8288,653926,653127,21,138,81201
1,ACE HOMECARE,0,0,79,2.24,0.1,0,1.5,6.5,15.5,0.2,23.6,,BEVERLY HILLS,213,89,120,,93,124,0,9.1,62,13,17,8,45,45,46,73,43,59,,72,8,52,23,10,107583,FL,4051 N LECANTO HWY,424,1711419,6271,1526909,1568630,21,196,34465
1,JERSEY COUNTY HEALTH DEPT,,0,79,1.94,4.5,0,0.9,3.5,9,0.1,17.9,0,JERSEYVILLE,200,63,118,0,82,137,,0,34,10,24,13,53,44,38,47,47,66,,67,11,59,14,12,147063,IL,1307 STATE HIGHWAY 109,320,934052,6277,766278,819413,21,198,62052
1,HAYES GREEN BEACH HOMECARE,0,0,79,1.93,0.3,0.2,1.1,9.2,5.7,0,16.3,,CHARLOTTE,96,14,57,,39,82,0,0.2,31,10,26,11,49,49,43,33,45,64,,59,17,63,10,9,237444,MI,"111 LANSING ROAD, SUITE 210",114,395420,7604,388304,378759,21,93,48813
1,JACKSON COUNTY MEMORIAL HOSPITAL HOME CARE,,0,79,1.93,7.6,0,0,8.4,10.6,0.3,27,11,ALTUS,266,62,172,14,94,204,,1.1,28,9,18,20,48,43,36,33,49,55,,52,11,64,10,13,377137,OK,1204 E TAMARACK ROAD,556,2285532,5533,1499302,1780862,21,232,73522
1,NHC HOMECARE JOHNSON CITY,0,,79,1.91,0.6,0.3,0.6,10.8,5.6,0.3,18.3,,JOHNSON CITY,210,58,111,0,99,152,,0,40,8,14,9,43,46,31,53,48,56,,52,21,59,18,9,447153,TN,709 MED TECH PARKWAY SUITE 2,361,1341140,6595,1106706,1440355,21,207,37604
